label,cluster_no
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,2
pigeonpeas,7
pigeonpeas,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,6
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,6
mothbeans,6
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,0
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,1
lentil,5
lentil,5
lentil,1
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,6
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,1
lentil,1
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,5
mango,5
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,5
mango,6
mango,6
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,5
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,5
orange,5
orange,7
orange,7
orange,7
orange,7
papaya,2
papaya,5
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,5
papaya,2
papaya,2
papaya,5
papaya,5
papaya,2
papaya,5
papaya,5
papaya,5
papaya,5
papaya,2
papaya,5
papaya,2
papaya,2
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,2
papaya,5
papaya,7
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,5
papaya,5
papaya,2
papaya,5
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,0
papaya,5
papaya,5
papaya,2
papaya,2
papaya,7
papaya,5
papaya,2
papaya,0
papaya,0
papaya,5
papaya,5
papaya,5
papaya,0
papaya,2
papaya,0
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,0
papaya,5
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,5
papaya,5
papaya,0
papaya,2
papaya,5
papaya,2
papaya,5
papaya,5
papaya,5
papaya,2
papaya,2
papaya,2
coconut,2
coconut,2
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,2
coconut,7
coconut,7
coconut,7
coconut,7
coconut,2
coconut,7
coconut,7
coconut,7
coconut,7
coconut,2
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,2
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,0
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
jute,2
coffee,2
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,2
coffee,0
coffee,0
coffee,2
coffee,0
coffee,2
coffee,2
coffee,0
coffee,2
coffee,0
coffee,2
coffee,2
coffee,2
coffee,0
coffee,2
coffee,2
coffee,2
coffee,0
coffee,0
coffee,2
coffee,2
coffee,2
coffee,2
coffee,0
coffee,2
coffee,0
coffee,0
coffee,0
coffee,2
coffee,0
coffee,2
coffee,0
coffee,0
coffee,2
coffee,0
coffee,2
coffee,2
coffee,0
coffee,2
coffee,2
coffee,2
coffee,0
coffee,0
coffee,2
coffee,0
coffee,2
coffee,0
coffee,0
coffee,2
coffee,2
coffee,2
coffee,0
coffee,2
coffee,2
coffee,2
coffee,2
coffee,0
coffee,2
